letterInfo_ID,post_ID,letter_date,letter_dbdate,manuscript_location,letter_fromAddress,letter_footnote
3386,3438,Jan 6th 1900,06/01/1900,"MS  West Sussex County Record Office/ Add. 16,944/6",Elderfield Otterbourne,"[[footnote:1]]Catherine Dorset, <i>The Peacock ‘At Home’: A Sequel to The Butterfly’s Ball</i> (London: Harris 1807).

[[footnote:2]]William Caldwell Roscoe, <i>The Butterfly’s Ball and the Grasshopper’s Feast</i>  (London: Harris 1807); Catherine Dorset, <i>The Lion\'s Masquerade: A Sequel to The Peacock at Home</i> (London: Harris 1808); W.B, <i>The Elephant’s Ball  and Grand Fete Champetre</i> (London: Harris 1807).

<br/>"
3387,3439,Jan 16 1900,16/01/1900,"MS Girton College Cambridge, Yonge XIV 3",Elderfield Otterbourne,
3388,3440,Jan 20th [1900],20/01/1900,"MS Girton College Cambridge, Yonge XIII 1[[footnote:1]]",Elderfield Otterbourne Winchester,"[[footnote:1]]Envelope addressed to ‘Mrs Belfield/Malmain/French hay /Bristol and postmarked Winchester 21 January 1900.

[[footnote:2]]The mittens had no doubt been sent to CMY in response to the account in [[cmybook:247]<i>John Keble\'s Parishes</i>] of the connection of the Cromwell and Major families with Hursley.
"
3389,3441,Feb 1st [1900],01/02/1900,MS British Library: Mary Gladstone Papers. Add MSS 46252: 6-7.,Elderfield Otterbourne,"[[footnote:1]]See the letter to Macmillan (3 March 1899).

[[footnote:2]]Rhoda Broughton. <i>Cometh up as a Flower: An Autobiography</i> (London: Richard Bentley 1867), notorious when it first came out for its discussion of sex;  the anecdote must have been recounted as a joke.

[[footnote:3]][[person:189]Reginald] and [[person:183]Cicely Bowles].
"
3390,3442,Feb 2d [1900],02/02/1900,MS Mrs Clare Roels/89,Elderfield,"[[footnote:1]]Coleridge annotates a reference to Rosina (14 May 1900) ‘her kitchen-maid, whom she was preparing for the [[other:211]G. F. S. Reading Union]’.  Rosina Dewsall (b. Lambeth 1881), a housemaid to Maurice Yonge at Elderfield in the 1901 census, is probably referred to here.  CMY\'s novel <i>The Dove in the Eagle\'s Nest</i> was one of the set texts for the Reading Union, and Coleridge may have suggested that the author\'s tuition gave Rosina an advantage.

<br/>"
3391,3443,Feb 3 1900,03/02/1900,MS Mrs Clare Roels/90,Elderfield,"[[footnote:1]]The hymn, whose authorship is disputed, begins ‘I often say my prayers/ But do I ever pray?’.  CMY also cites Keble’s opinion of this verse in [[cmybook:88]<i>Musings Over the Christian Year</i>], xvii (there attributed to Jane Taylor).

[[footnote:2]]The sense of this is that Maude Yonge, wife of CMY\'s nephew Maurice, also has a maid with an exotic name, Eugenie, whose boyfriend is fighting in the Boer War.  "
3392,3444,Feb 12th 1900,12/02/1900,"MS Girton College Cambridge, Yonge XIII 2[[footnote:1]]",Elderfield Otterbourne,"[[footnote:1]]Envelope addressed  ‘Mrs Belfield/Malmain/French hay /Bristol and postmarked Winchester 12 February 1900.

<br/>"
3393,3445,Feb 26 [1900],26/02/1900,MS Mrs Clare Roels/91,,
3394,3446,March 2 [1900],02/03/1900,MS Mrs Clare Roels/92,Elderfield ,"[[footnote:1]]The news of Cronje\'s surrender had caused these celebrations.

[[footnote:2]]Bridget Hildred Vere Awdry (7 November 1892-23 February 1900) was the daughter of the Rev Vere Awdry (1854-1928) and his second wife Mary Louisa Man (d.1908). ‘The boy’ was killed in 1914.  By his third wife the Rev. Vere Awdry was the father of the Rev. Wilbert Vere Awdry (1911-1997), the author of <i>Thomas the Tank Engine</i> (1946) and other works.



<br/>"
3396,3448,March 24 [1900],24/03/1900,MS West Devon Area Record Office,Elderfield,
3395,3447,March 25 [1900],25/03/1900,"MS Princeton University, Parrish Collection",Elderfield,"[[footnote:1]]Perhaps a teacher at Winchester High School.

[[footnote:2]]The reference to Eustacie, a character in <i>The Chaplet of Pearls</i> suggests that the photographs were of the tableaux at St. Swithin\'s on 19 July 1899 in honour of CMY\'s seventieth birthday, but the date indicates that the letter was written in the following year.  "
3402,3454,March 27 [1900],27/03/1900,MS West Devon Area Record Office Acc No 308,Elderfield Otterbourne,[[footnote:1]]General Montgomery Moore had succeeded to the Aldershot command on the departure for South Africa of General Sir Redvers Buller.
3403,3455,March 30th [1900],30/03/1900,MS West Devon Area Record Office Acc No 308,Elderfield,"[[footnote:1]]Ulick was probably Jane’s nephew Major the Hon. James Ulysses Graham Raymond Colborne (1863- 1955), later 4th Lord Seaton.

[[footnote:2]]Piet Joubert (1834-1900), commander of the Transvaal army, and  Paul Kruger (1825-1904) were leaders of the Boers.

<br/>"
3397,3449,April 3d [1900],03/04/1900,MS West Devon Area Record Office Acc No 308,Elderfield,"[[footnote:1]]Grace Yonge (b. 2 April 1900), eldest daughter of the Rev. Charles Burell Yonge (1866-1943) and Catherine Ada Helena Bowen, who had married on 14 June 1899.  His brother Duke Mohun Yonge was married to her sister Sydney Bowen.

<br/>"
3398,3450,April 4th 1900[[footnote:1]],04/04/1900,MS Mrs Clare Roels/93,Elderfield,"[[footnote:1]]The year date could be in another hand.

<br/>"
3399,3451,April 11 [1900],11/04/1900,MS West Devon Area Record Office Ac 1092/21,Elderfield,"[[footnote:1]]Lady Susan (Nelson) Blunt died 8 April 1900.

[[footnote:2]]Frank and Florence were presumably relations of Jane Montgomery Moore, or perhaps of her husband."
3400,3452,April 14th 1900,14/04/1900,"MS Princeton University, Parrish Collection",Elderfield Otterbourne Winchester,[[footnote:1]]This is a letter of condolence on the death of his sister Lady Susan Blunt.
3401,3453,April 23d [1900?],23/04/1900,MS Mrs Clare Roels/94,Elderfield,<br/>
3404,3456,May 2 [1900],02/05/1900,MS West Devon Area Record Office Ac 1092/26,Elderfield,"[[footnote:1]]The sense of this is that since the meeting had been in New Zealand, the Arthur Yonge referred to was more likely to be Arthur Duke Yonge (b. 1820), son of the Rev. Duke Yonge of Antony, rather than CMY’s nephew Francis Arthur Yonge (1861-1919) who had emigrated to Fairfax, Virginia.

[[footnote:2]]Annie Woollcombe’s eighth and youngest son, John Woollcombe (1875-22 April 1900), died serving with the Canadian Contingent in the Boer War.

<br/>"
3405,3457,May 2d 1900,02/05/1900,"MS Princeton University, Parrish Collection[[footnote:1]]",Elderfield  Otterbourne Winchester,"[[footnote:1]]Envelope addressed to \'Mrs Bothamly/ The Crossways/ Bromley\'.

[[footnote:2]]The contribution was evidently to [[other:82]<i>Mothers in Council</i>]."
3406,3458,May 12 [1900],12/05/1900,MS Mrs Clare Roels/95,Elderfield,
3407,3459,May 14 [1900],14/05/1900,"MS Mrs Clare Roels/96.  Printed by Coleridge, [[otherbook:40]<i>Life</i>], 344, and dated by her 1900",Elderfield,"[[footnote:1]]Lias had reviewed <i>Red Pottage</i> unfavourably in <i>Mothers in Council</i>, and Coleridge, who was a friend of its author, admired it.

[[footnote:2]]A letter from \'Edna Lyall\' was published inthe <i>Pall Mall Gazette</i> (24 June 1891), 2, endorsing an appeal for funds to support Bradlaugh\'s surviving daughter, to which she herself subscribed, although she was a pious Anglican and he was a notorious atheist.

[[footnote:3]]Her kitchen-maid, whom she was coaching for the Girls\' Friendly Society Reading Union.

[[footnote:4]]The task was perhaps to paraphrase Tennyson\'s poem \'Crossing the Bar\'"
3408,3460,June 6th [1900],06/06/1900,MS Mrs Clare Roels/97,Elderfield,"[[footnote:1]]In the preface to <i>The Making of a Missionary</i> CMY refers to the murders during the Boxer Rising of the Revv. Brooks, Robinson and Norman.  The last two died near Peking. on 1 June 1900."
3409,3461,June 15 [1900],15/06/1900,MS Mrs Clare Roels/98,Elderfield,"[[footnote:1]]The Earl of Airlie (1856-11 June 1900) was killed at Diamond Hill, Pretoria, during the Boer War;  his widow was born Lady Mabell Gore (d. 1956).
"
3410,3462,June 15 1900,15/06/1900,"MS West Sussex County Record Office/ Add. 16,944/7",Elderfield Otterbourne,"[[footnote:1]]The Rev. Alfred Bertie Hobart-Hampden (1860-1923), rector of Cottered, Herts.  His eldest sister was Sarah Maria Hobart Hampden (d.1939).  Their mother was Jane Awdry (d.1874).

<br/>"
3411,3463,July 9th      [1900],09/07/1900,MS Mrs Clare Roels/99,Elderfield,"[[footnote:1]]Coleridge, [[otherbook:40]<i>Life</i>],  244 states that Vic and Tory were two kittens born on the Queen’s birthday.  She herself had a cat named Oliver Cromwell.

[[footnote:2]The Boxer Rising began in Peking on 20 June 1900.  Georgina Mansfield was a daughter of Frances Yonge\'s sister [[person:616]Louisa Halliday].

[[footnote:3]]Emily Blunt was a teacher at Miss Finlaison’s little school in Otterbourne.

[[footnote:4]]The question of who was to be the next vicar of Tormohun was soon solved by the appointment of the Rev. [[person:747]John Jacob]."
3412,3464,July 17 [1900],17/07/1900,"MS Mrs Clare Roels/100.  Partly printed by Coleridge, [[otherbook:40]<i>Life</i>], 344-5[[footnote:1]]",Elderfield,"[[footnote:1]]Printed up to ‘18 years’ by Coleridge, <i>Life</i>, 344-5, and dated 17 July 1900  The rest struck through with a line in the MS.

[[footnote:2]] Vic and Tory were cats.

[[footnote:3]]As a response to the ‘Boxer’ uprising in Peking on 20 June a six-nation force landed at Tientsin on 14 July, and relieved Peking on 14 August.

[[footnote:4]]Dora and Amy, who seem to have been Miss Finlaison\'s nieces, may possibly have been [[person:759]Elizabeth D. Jenner] and [[person:762]Amabel Jenner].

[[footnote:5]]The Rev. John Jacob had just been appointed Vicar of Tormohun."
3413,3465,July 30th [1900],30/07/1900,MS Mrs Clare Roels/101,Elderfield,"[[footnote:1]]King Umberto of Italy had been assassinated at Monza on 19 July 1900.  His widow Queen Margherita (1851-1926), after whom the pizza was named, was a CMY fan.

[[footnote:2]]Louise (Evans) Cazenove –  had remarried?
"
3414,3466,Aug 1 [1900],01/08/1900,"MS Mrs Clare Roels/102. Printed by Coleridge, [[otherbook:40]<i>Life</i>], 345-6 and dated by her 1900.",Elderfield ,
3415,3467,Aug 14 1900,14/08/1900,"MS Bodleian Library, Oxford: Autogr. d. 22 ff68-70[[footnote:1]] ",Elderfield Otterbourne,[[footnote:1]]Envelope addressed to ‘Mrs Barrett Lennard/ 10 Cranbourne Court / Albert Bridge/ London SW\'.
3416,3468,Aug 24 [1900?],24/08/1900,MS Mrs Clare Roels/103,Elderfield,
3417,3469,Oct 2d [1900],02/10/1900,MS Mrs Clare Roels/104,Elderfield,<br/>
3418,3470,Oct 5 th 1900,05/10/1900,MS Mrs Clare Roels/105,Elderfield,"[[footnote:1]]The Bishop of Exeter, the Rt. Rev. Edward Bickersteth, had retired.

[[footnote:2]][[person:2246]Richard Mallock] had died suddenly on 29 June on a cycling holiday in Scotland.  He lived at Cockington Court, Torquay, with his second wife [[person:945]Emily], a former member of the Gosling Society, and a contemporary of Christabel Coleridge\'s.


"
3420,3472,Oct 9th 1900,09/10/1900,MS Reading University Library 1448/119,Elderfield Otterbourne,
3419,3471,Oct 15 th [1900?],15/10/1900,MS Mrs Clare Roels/106,Elderfield,
3621,19000,[<i>c.</i> 2 December 1900],02/12/1900,"MS location unknown.  Published in the [[other:180]<i>Spectator</i>], 85,  (8 December 1900), 841.","Elderfield, Otterbourne, Winchester.","[[footnote:1]]The letter was printed under the heading \'The Word \\""Desight\\""\', and appeared with the editor\'s reply: 



\'Desight\' is an unusual, if not actually obsolete, word. But the use of [<i>Sic</i>] was certainly unwarrantable, and we gladly offer Miss Yonge our apologies. - ED. <i>Spectator</i>."
3421,3473,Decr 3d [1900],03/12/1900,MS Mrs Clare Roels/107,Elderfield,"[[footnote:1]]Oliver Cromwell was Coleridge\'s cat.

[[footnote:2]]Huggens College, Northfleet, is an Anglican charity founded under the will of John Huggens in 1847, providing almshouses and pensions.

<br/>"
3422,3474,Decr 29th 1900,29/12/1900,MS Hampshire Record Office 9M55 F56/3,Elderfield,"[[footnote:1]]The letters were probably those between Anne Sturges Bourne (cousin of Penelope Packe) and Mary Anne Dyson, now in Hampshire Record Office.
"
3423,3475,Jan 4th 1901,04/01/1901,"MS Princeton University, Parrish Collection",Elderfield Otterbourne,"[[footnote:1]][[otherbook:328]<i>A Chaplet for Charlotte Yonge</i>], 210, states: \'In 1900 it [<i>Last Heartsease Leaves</i>] was printed separately at Bournemouth, in aid of a church restoration fund.\'

<br/>"
3424,3476,Jan 15th 1901,15/01/1901,MS Reading University Library 1448/120,Elderfield Otterbourne,
3425,3477,Jan 29th [1901],29/01/1901,MS Mrs Clare Roels/108[[footnote:1]],Elderfield,"[[footnote:1]]Endorsed in another hand ‘Death of Q. Victoria’ and ‘1901’.



<br/>"
3426,3478,Feb 4th  [1901],04/02/1901,MS Mrs Clare Roels/109,Elderfield,"[[footnote:1]]This is evidently a discussion of the current issue of <i>The Churchwoman</i> (1897-1905), edited by Gertrude Mary Ireland Blackburne (1861-1951).  Mary Morshead was an enthusiastic supporter of [[person:1768]Charles I.]

[[footnote:2]]George  Edward Yonge (1824-1904) was CMY’s first cousin, son of her Eton uncle.  His wife was Lucy Acland and they had no children.  ‘Lottie’ was Charlotte Fortescue Yonge, his niece.

[[footnote:3]]The state funeral of [[person:1694]Queen Victoria] on 2 February 1901.

<br/>"
3427,3479,Febry 15th [1901],15/02/1901,MS Mrs Clare Roels/110,Elderfield,"[[footnote:1]]Mary (1849-1919), queen consort of Bavaria, was the heiress, according to Jacobites, of the Stuart claim to the throne through her descent from Charles II’s sister Minette.  But all the same Edward VII succeeded his mother without widespread protest.

<br/>"
3428,3480,Feb 26th  [1901],26/02/1901,"MS Mrs Clare Roels/111. Printed by Coleridge, [[otherbook:]<i>Life</i>], 346-7 and dated by her 1901.",Elderfield,"[[footnote:1]]Arthur Donald Innes, the former publisher of the <i>Monthly Packet</i> and several books by CMY and Coleridge, had obtained a job in Cassell\'s, where Arthur Butler had also worked.  The firm of Marcus Ward had also recently collapsed."
3429,3481,"February 26, 1901",26/02/1901,"MS location unknown.  Printed in Coleridge, [[otherbook:40]<i>Life</i>], 347","Elderfield, ",
3430,3482,Mar-01,01/03/1901,"MS Seymour Public Library, Auburn, New York[[footnote:1]]",Elderfield Otterbourne Winchester,"[[footnote:1]]The transcription was kindly supplied by Mr Stephen C. Erskine, the Librarian.  If the date is correct it is a very late letter indeed since CMY died on 24 March.  It is uncharacteristic of her to give only the month.

<br/>"
3436,3488,"This fragment printed in Mary J. Harris, 1903. <i>Memoir of Frances Mary Peard</i>, p. 20.	
",19/03/1903,"MS location unknown.
",,
3431,3483,"April 8th [1947-1959)
",08/04/1947,"MS Mr J.H.G.Woollcombe
","42 Springfield Road

Elburton
","[[footnote:1]]Mr J.H.G.Woollcombe, of Hemerdon, Plympton, who is related to CMY, showed this letter to CM.  It was written to his mother by Alethea Yonge (1876-1959), the youngest daughter of the Rev. Duke Yonge  (1823-1881) of Puslinch,  probably in the 1940s or early 1950s.
<br/>"
3468,3520,[not dated by Romanes] [Undated],0000-00-00,"MS location unknown.  Printed in Romanes, [[otherbook:241]<i>Appreciation</i>],  181-2.",,
3683,20143,March 30th,0000-00-00,MS Charlotte Mitchell,Elderfield,"[[footnote:1]]Witham Close was the home in Winchester of Anna Bramston and Amélie Leroy.  Edith Durst was the wife of a canon of Winchester, and had evidently offered a bed or a meal in connection with a meeting or an event."
3443,3495,Undated,0000-00-00,MS Miss Sarah Jardine-Willoughby,,
3480,3532,Undated,0000-00-00,"MS fragment  Princeton University, Parrish Collection",,
3504,3556,Undated,0000-00-00,"MS Harry Ransom Humanities Research Center, University of, Austin",,
3516,3568,Undated,0000-00-00,"MS fragment Harry Ransom Humanities Research Center, University of Texas, Austin",,
3667,19862,unknown,0000-00-00,MS Charlotte Mitchell. ,,
1708,1709,,0000-00-00,,,
1709,1711,,0000-00-00,,,
1710,1713,,0000-00-00,,,
1711,1715,,0000-00-00,,,
1712,1717,,0000-00-00,,,
1713,1719,,0000-00-00,,,
1714,1721,,0000-00-00,,,
1715,1723,,0000-00-00,,,
1716,1726,,0000-00-00,,,
1717,1728,,0000-00-00,,,
1718,1727,,0000-00-00,,,
1719,1730,,0000-00-00,,,
1720,1734,,0000-00-00,,,
1721,1750,,0000-00-00,,,
1722,1753,,0000-00-00,,,
1723,1762,,0000-00-00,,,
1724,1761,,0000-00-00,,,
1725,1773,,0000-00-00,,,
3562,3720,,0000-00-00,,,
3563,3731,,0000-00-00,,,
3564,3733,,0000-00-00,,,
3565,3735,,0000-00-00,,,
3566,3737,,0000-00-00,,,
3567,3740,,0000-00-00,,,
3568,3749,,0000-00-00,,,
3569,3750,,0000-00-00,,,
3570,3757,,0000-00-00,,,
3623,3752,,0000-00-00,,,
3628,19255,,0000-00-00,,,
3633,19328,,0000-00-00,"This fragment printed in Mary J. Harris, 1903. [[otherbook:318]<i>Memoir of Frances Mary Peard</i>],",,[[footnote:1]] Croquet is said to have been first introduced into England in 1856. It could be played on the lawns of private houses with adults and children both sexes joining in the game. It features in Charlotte Yonge\'s [
3681,20108,,0000-00-00,,,
3682,20138,,0000-00-00,MS Charlotte Mitchell,,
3465,3517,Augst 1st [n.y.],0000-08-01,University of Tennessee Special Collections Library,Elderfield,
2880,2932,"July 4, 1834",1834-07-04,"MS location unknown.  Printed in Coleridge, <i>[[otherbook:40]Life]</i>, 123.",Otterbourne,"<br/>[[footnote:1]]CMY’s collection of shells was eventually considerable and she bequeathed it to [[other:50]Winchester College] where it is still (2006) preserved.

<br/>[[footnote:2]]CMY, [[person:1631]WCY], [[person:1606]FMY] and JBY attended the ceremonial installation of the Duke of Wellington (1769-1852) as Chancellor of Oxford University, as guests of Dr. [[person:781]John Collier Jones] (1760-1838), the Rector of Exeter College and Vice-Chancellor of the university, and his wife, WCY’s sister [[person:777]Charlotte],  CMY’s godmother.

<br/>"
2881,2933,[March 1836],1836-03-18,"MS location unknown.  This fragment printed by Coleridge, <i>[[otherbook:40]Life]</i>, 124.",,"[[footnote:1]]F. de Normanville (b. 1770/1), her French and Italian teacher, an émigré from the French Revolution.

<br/>"
2882,2934,[1837],1837-00-00,"MS location unknown.  This fragment printed by Coleridge, <i>Life</i>, 140.",,"[[footnote:1]]This was the story which was afterwards printed and sold as <i>Le Château de Melville</i> (1838).

<br/>"
2883,2935,[?January 1837],1837-01-18,MS Plymouth and West Devon Record Office 308/82,,"[[footnote:1]]Sir Thomas Baring (1772-1848) 2nd Bt., of Stratton Park, which is eight miles north of Winchester.

[[footnote:2]]Edmund and Graham Colborne were the schoolboy sons of John Yonge\'s sister Elizabeth, whose husband was currently Lieutenant-Governor of Upper Canada.  <br/>"
2888,2940,[late December 1838  or early January  1839],1838-01-18,"MS location unknown.  This fragment printed in Coleridge, <i>Life</i> 136-7.",,"[[footnote:1]]JBY was going to be nine on 31 January 1839.

[[footnote:2]]<i>Thoughts in Past Years</i> (1838) by the Rev. [[person:1523]Isaac Williams] (1802-1865), the author of the controversial Tract 80 on ‘Reserve in Communicating Religious Knowledge’, which expressed opinions which were at the heart of the aesthetic and religious ideas CMY was brought up with.

[[footnote:3]]One of the changes which Tractarians brought to Anglican services was the suppression of the familiar metrical versions of the Psalms, in the mid-sixteenth-century translations of Sternhold and Hopkins or the New Version of Tate and Brady (1696), which were condemned as inaccurate.  However Keble’s book, <i>The Psalter, or, Psalms of David in English Verse</i> (1838), never achieved wide circulation, and the custom of chanting the prose Prayer Book translations became widespread.

[[footnote:4]]<i>Le Château de Melville</i> was a frame story, constructed around CMY\'s tale \'The Young Ladies\', into which are inserted her French translations of eight stories from various sources, including Lucy Lyttelton Cameron,  <i>[[otherbook:29]The Faithful Little Girl]</i> (1826),  some version of or sequel to Friedrich Wilhelm Carové, <i>[[otherbook:30]Das Märchen ohne Ende]</i>, and a fairy tale by Catherine Talbot (1721-1770).
"
2884,2936,"August 6, 1838",1838-08-06,"MS location unknown. Printed in Coleridge, <i>[[otherbook:40]Life]</i> 133-6.",,"[[footnote:1]]Sir William Heathcote, 5th Bt. (1801-1881), M. P., whom CMY will ask to frank her letter by writing his name on the envelope.  Before the penny post was started in 1839 peers and M.P.s, whose letters went post free, were constantly liable to such requests.

<br/>[[footnote:2]]The Coronation of Queen Victoria on 28 June 1838.

<br/>[[footnote:3]]Nicolas Jean de Dieu Soult (1769-1851), duc de Dalmatie, one of Napoleon’s marshals, representative of France at the Coronation.

<br/>[[footnote:4]]This was the new church of St. Matthew’s, Otterbourne, designed by WCY, and consecrated in 30 July 1838.  CMY describes her father’s efforts to bring about the construction of the new church in Coleridge, <i>Life</i>, 116-7 and <i>John Keble’s Parishes</i> 99-103.

<br/>[[footnote:5]]A bazaar, with stalls of home-made goods such as pincushions and penwipers, had been held to raise funds to build a boys’ school in Otterbourne, and Anne presumably had made a bookmark with Mr Bigg-Wither’s initials on.  This was a very common way of raising money for charity in Victorian England.  For CMY\'s later attitude to bazaars, see the discussion by Leslee Thorne-Murphy, \'The Charity Bazaar and Women\'s Professionalization in Charlotte Mary Yonge\'s <i>The Daisy Chain</i>\'  <i>Studies in English Literature 1500-1900</i> 47 (Autumn 2007) 881-9.

<br/>[[footnote:6]]Anne’s mother, Alethea Henrietta (Bargus) Yonge (1789-1844), ‘Aunt Yonge’, was half-sister of CMY’s mother.  Anne herself was ‘ little a’, her elder sister Alethea (1815-1863, who married in 1845 the Rev. John Philip Anderson Morshead), ‘great A’.   The allusion is to a nursery rhyme ‘Great A, little a,/ Bouncing B,/ The cat’s in the cupboard/ And she can’t see.’ Iona and Peter Opie, <i>Oxford Dictionary of Nursery Rhymes</i> (1951), 51.

<br/>"
2885,2937,[late August 1838],1838-08-18,"MS location unknown.  This fragment printed by Coleridge, <i>Life</i>, 140.",,"[[footnote:1]]Her fifteenth birthday was 11 August 1838.

<br/>[[footnote:2]]CMY recalled in <i>Musings over the Christian Year</i>, iv: ‘it was as a kind of outlying sheep that I was allowed to be prepared by him for the confirmation of the year 1838.  I went to him twice a-week from August to October, and after the first awe, the exceeding tenderness and gentleness of his treatment made me perfectly at home with him . . . After examining into the true import of Confirmation, he went through the Catechism with me, dwelling (when we came to the Commandments)  on the point that the whole Israelite nation stood as the type of each Christian person, so that what was said to them nationally applies to us each individually.’

<br/>"
2886,2938,25 September 1838,1838-09-25,"MS location unknown. Printed in Coleridge, <i>[[otherbook:40]Life]</i>, 137-139.",,"[[footnote:1]]St.Matthew’s Day is  21 September, presumably a holiday at Winchester School, where Anne’s brothers John Bargus Yonge (1821-1863) and Duke Yonge (1823 -1881) were at school. The other schoolboys were probably Fulbert Archer (1825-1904), a cousin of the Yonges, and Charles Wither (1822-1896), the curate’s youngest brother.

[[footnote:2]]Ampfield was a village in the parish of Hursley, and Heathcote had paid for the building of a separate church there.

[[footnote:3]]Compare <i>[[cmybook:]The Daisy Chain]</i> (1856), Part 2, Chapter 22, where a child lays the first stone of a church: ‘Gertrude scooped up the mass of mortar, and spread it about with increasing satisfaction . . slowly down creaked the ponderous corner-stone into the bed that she had prepared for it, and, with a good will, she gave three taps on it with her trowel.’

[[footnote:4]]Psalm 132, ‘Lord, remember David, and all his afflictions’, was perhaps chosen for the church dedication ceremony because of verse 7: ‘We will go into his tabernacles:  we will worship at his footstool’.  The sixth verse is: ‘Lo, we heard of it at Ephratah:  we found it in the fields of the wood.’

[[footnote:5]]Coleridge prints ‘Fowler’ but Heathcote’s steward was William Fowlie (b.1791/2).

[[footnote:6]]JBY (1830-1891) had laid the foundation stone of Otterbourne Church in 1838.

[[footnote:7]]Keble had prepared her for Confirmation, and the ticket signified that she was worthy to receive the sacrament from the Bishop.

[[footnote:8]]Despite the Anatomy Act (1832), permitting physicians and scientists to dissect the bodies of unclaimed paupers, there was evidently still a market in disinterred bodies, especially unusually large ones.

[[footnote:9]]A pet magpie.

[[footnote:10]]<i>i.e</i>. needlework."
2887,2939,Wednesday 5 [December 1838],1838-12-05,"MS West Devon Record Office Acc 1092/1[[footnote:1]]	",,"[[footnote:1]]A single sheet folded and sealed, addressed to Miss Anne Yonge/ Puslinch.

[[footnote:2]]Mary Davys was the daughter of the Rt. Rev. Dr. George Davys (1780-1864), Bishop of Peterborough, who owed his preferment to his having been chaplain to the young Queen Victoria. His wife Marianne Mapletoft (1788/9-1858) had been a childhood friend of FMY’s.  Mary Davys was at this time Extra Woman of the Bedchamber to Queen Victoria.

[[footnote:3]]The letter is dated on the assumption that it refers to the wedding on 22 November 1838 of Mary Isabella Bogue (1823?-1878) daughter of Captain Richard Bogue, to the Reverend Francis Smith, son of Sir John Wyldbore Smith, 2nd Bt..

[[footnote:4]]CMY wrote of the well at Merdon in <i>[[cmybook:]John Keble’s Parishes]</i>, 46: ‘The well was cleaned out in later times, and nothing was found but a pair of curious pattens, cut away to receive a high-heeled shoe, also a mazer-bowl, an iron flesh-hook and small cooking-pot, and a multitude of pins, thrown in to make the curious reverberating sound when, after several seconds, they reached the water.’

[[footnote:5]]<i>i.e</i>. ‘a month upon trial’; servants were often engaged on these terms.  Judith Whorley (b.1822/3) was perhaps related to ‘Little Whorley’, mentioned in Letter 4 (6 August 1838).

<br/>"
2889,2941,[1839],1839-00-00,"MS location unknown.  This fragment printed by Coleridge, <i>[[otherbook:40]Life]</i>, 140.",,"[[footnote:1]]West Dean, near Chichester,  Sussex,  where they were staying with CMY’s godmother [[person:1422]Caroline Vernon Harcourt], sister of its owner, Lord Selsey.

<br/>"
2890,2942,[spring 1839],1839-00-00,"MS location unknown.  This fragment printed by Coleridge, <i>Life</i>, 140.",,"[[footnote:1]]‘A lingering cough, in the spring of 1839, led to my spending a fortnight at the Vicarage;  and this rendered it altogether another home, where for twenty-seven years every joy and care were alike carried to those who could “make grief less bitter, joy less wild.”‘   <i>[[cmybook:88]Musings over the Christian Year]</i>, vi.  (The quotation is from a poem which CMY made the epigraph to <i>[[cmybook:24]The Daisy Chain]</i>, Chapter 14: and described there as ‘Lines on a Monument at Lichfield’.)

<br/>"
3448,3500,I have succeeded in recovering Mr Cornish’s poem about Dogmersfield Church.[[footnote:2]] I wish it ,1839-00-00,"MS Princeton University, Parrish Collection
","Elderfield Otterbourne

Sept 27th

Dear Mr Mildmay
","[[footnote:1]]Probably a member of the family of St. John Mildmay, baronets, of Dogmersfield Park, the big house in the village where CMY’s friend Mary Anne Dyson lived for many years with her brother, the Rector of Dogmersfield.
<br/>[[footnote:2]]Perhaps the Rev. Hubert Kestell Cornish, (1803-1873), author of  <i>Sonnets and Verses from Home and Parochial Life</i> (1856).
<br/>"
2891,2943,[<i>c</i>. 21 October 1839],1839-10-21,"MS location unknown.  This fragment printed by Coleridge, <i>Life</i>, 140.",,"[[footnote:1]][[person:1633]Caroline Coxwell], the Kebles\' adopted daughter, married Keble\'s curate the Rev. [[person:1636]Peter Young] on 20 October 1839.
"
2892,2944,Sept 30th 1844,1844-09-30,MS West Devon Record Office Acc No 308: 30/9/1844,Otterbourn,"[[footnote:1]]1 John 3: 18.
"
